T(s),S1-1F-D,S1-1F-S,S1-2F-D,S1-2F-S,S1-3F-D,S1-3F-S,S1-4F-D,S1-4F-S,S1-5F-D,S1-5F-S,S1-6F-D,S1-6F-S,S1-7F-D,S1-7F-S,S1-8F-D,S1-8F-S
5147,323.20,316.32,319.77,316.18,327.07,316.37,327.07,316.00,330.36,316.62,324.90,316.56,327.57,316.47,327.90,316.65
5148,323.20,316.32,319.77,316.18,327.08,316.37,327.07,316.00,330.36,316.62,324.90,316.56,327.57,316.47,327.90,316.65
5149,323.20,316.32,319.77,316.18,327.08,316.37,327.07,316.00,330.36,316.62,324.91,316.56,327.57,316.47,327.90,316.65
5150,323.20,316.33,319.77,316.18,327.08,316.37,327.08,316.00,330.37,316.62,324.91,316.56,327.57,316.47,327.90,316.65
5151,323.20,316.33,319.78,316.18,327.08,316.37,327.08,316.01,330.37,316.62,324.91,316.56,327.58,316.48,327.90,316.65
5152,323.20,316.33,319.78,316.18,327.08,316.37,327.08,316.01,330.37,316.63,324.91,316.56,327.58,316.48,327.90,316.65
5153,323.20,316.33,319.78,316.18,327.08,316.37,327.08,316.01,330.37,316.63,324.91,316.56,327.58,316.48,327.91,316.66
5154,323.20,316.33,319.78,316.19,327.08,316.38,327.08,316.01,330.37,316.63,324.92,316.57,327.58,316.48,327.91,316.66
5155,323.21,316.33,319.78,316.19,327.08,316.38,327.08,316.01,330.37,316.63,324.92,316.57,327.58,316.48,327.91,316.66
5156,323.21,316.33,319.78,316.19,327.09,316.38,327.08,316.01,330.37,316.63,324.92,316.57,327.58,316.48,327.91,316.66
5157,323.21,316.34,319.78,316.19,327.09,316.38,327.08,316.01,330.38,316.63,324.92,316.57,327.58,316.48,327.91,316.66
5158,323.21,316.34,319.79,316.19,327.09,316.38,327.09,316.01,330.38,316.63,324.93,316.57,327.58,316.49,327.91,316.66
5159,323.21,316.34,319.79,316.19,327.09,316.38,327.09,316.02,330.38,316.64,324.93,316.57,327.59,316.49,327.91,316.66
5160,323.21,316.34,319.79,316.19,327.09,316.38,327.09,316.02,330.38,316.64,324.93,316.57,327.59,316.49,327.91,316.67
5161,323.21,316.34,319.79,316.20,327.09,316.38,327.09,316.02,330.38,316.64,324.93,316.58,327.59,316.49,327.92,316.67
5162,323.21,316.34,319.79,316.20,327.09,316.39,327.09,316.02,330.38,316.64,324.93,316.58,327.59,316.49,327.92,316.67
5163,323.22,316.34,319.79,316.20,327.09,316.39,327.09,316.02,330.38,316.64,324.94,316.58,327.59,316.49,327.92,316.67
5164,323.22,316.35,319.79,316.20,327.09,316.39,327.09,316.02,330.39,316.64,324.94,316.58,327.59,316.49,327.92,316.67
5165,323.22,316.35,319.80,316.20,327.10,316.39,327.09,316.02,330.39,316.64,324.94,316.58,327.59,316.50,327.92,316.67
5166,323.22,316.35,319.80,316.20,327.10,316.39,327.09,316.02,330.39,316.65,324.94,316.58,327.59,316.50,327.92,316.67
5167,323.22,316.35,319.80,316.20,327.10,316.39,327.10,316.03,330.39,316.65,324.94,316.58,327.60,316.50,327.92,316.68
5168,323.22,316.35,319.80,316.20,327.10,316.39,327.10,316.03,330.39,316.65,324.95,316.59,327.60,316.50,327.92,316.68
5169,323.22,316.35,319.80,316.21,327.10,316.40,327.10,316.03,330.39,316.65,324.95,316.59,327.60,316.50,327.93,316.68
5170,323.22,316.35,319.80,316.21,327.10,316.40,327.10,316.03,330.39,316.65,324.95,316.59,327.60,316.50,327.93,316.68
5171,323.22,316.36,319.81,316.21,327.10,316.40,327.10,316.03,330.40,316.65,324.95,316.59,327.60,316.50,327.93,316.68
5172,323.23,316.36,319.81,316.21,327.10,316.40,327.10,316.03,330.40,316.65,324.96,316.59,327.60,316.50,327.93,316.68
5173,323.23,316.36,319.81,316.21,327.11,316.40,327.10,316.03,330.40,316.65,324.96,316.59,327.60,316.51,327.93,316.68
5174,323.23,316.36,319.81,316.21,327.11,316.40,327.10,316.03,330.40,316.66,324.96,316.59,327.60,316.51,327.93,316.69
5175,323.23,316.36,319.81,316.21,327.11,316.40,327.11,316.04,330.40,316.66,324.96,316.60,327.60,316.51,327.93,316.69
5176,323.23,316.36,319.81,316.22,327.11,316.41,327.11,316.04,330.40,316.66,324.96,316.60,327.61,316.51,327.93,316.69
5177,323.23,316.36,319.81,316.22,327.11,316.41,327.11,316.04,330.40,316.66,324.97,316.60,327.61,316.51,327.94,316.69
5178,323.23,316.37,319.82,316.22,327.11,316.41,327.11,316.04,330.41,316.66,324.97,316.60,327.61,316.51,327.94,316.69
5179,323.23,316.37,319.82,316.22,327.11,316.41,327.11,316.04,330.41,316.66,324.97,316.60,327.61,316.51,327.94,316.69
5180,323.24,316.37,319.82,316.22,327.11,316.41,327.11,316.04,330.41,316.66,324.97,316.60,327.61,316.52,327.94,316.69
5181,323.24,316.37,319.82,316.22,327.11,316.41,327.11,316.04,330.41,316.67,324.97,316.61,327.61,316.52,327.94,316.70
5182,323.24,316.37,319.82,316.22,327.12,316.41,327.11,316.04,330.41,316.67,324.98,316.61,327.61,316.52,327.94,316.70
5183,323.24,316.37,319.82,316.23,327.12,316.41,327.12,316.05,330.41,316.67,324.98,316.61,327.61,316.52,327.94,316.70
5184,323.24,316.37,319.82,316.23,327.12,316.42,327.12,316.05,330.41,316.67,324.98,316.61,327.62,316.52,327.94,316.70
5185,323.24,316.37,319.83,316.23,327.12,316.42,327.12,316.05,330.41,316.67,324.98,316.61,327.62,316.52,327.95,316.70
5186,323.24,316.38,319.83,316.23,327.12,316.42,327.12,316.05,330.42,316.67,324.98,316.61,327.62,316.52,327.95,316.70
5187,323.24,316.38,319.83,316.23,327.12,316.42,327.12,316.05,330.42,316.67,324.99,316.61,327.62,316.53,327.95,316.70
5188,323.24,316.38,319.83,316.23,327.12,316.42,327.12,316.05,330.42,316.68,324.99,316.62,327.62,316.53,327.95,316.71
5189,323.25,316.38,319.83,316.23,327.12,316.42,327.12,316.05,330.42,316.68,324.99,316.62,327.62,316.53,327.95,316.71
5190,323.25,316.38,319.83,316.24,327.13,316.42,327.12,316.05,330.42,316.68,324.99,316.62,327.62,316.53,327.95,316.71
5191,323.25,316.38,319.84,316.24,327.13,316.43,327.12,316.06,330.42,316.68,325.00,316.62,327.62,316.53,327.95,316.71
5192,323.25,316.38,319.84,316.24,327.13,316.43,327.13,316.06,330.42,316.68,325.00,316.62,327.63,316.53,327.95,316.71
5193,323.25,316.39,319.84,316.24,327.13,316.43,327.13,316.06,330.43,316.68,325.00,316.62,327.63,316.53,327.96,316.71
5194,323.25,316.39,319.84,316.24,327.13,316.43,327.13,316.06,330.43,316.68,325.00,316.62,327.63,316.54,327.96,316.71
5195,323.25,316.39,319.84,316.24,327.13,316.43,327.13,316.06,330.43,316.69,325.00,316.63,327.63,316.54,327.96,316.71
5196,323.25,316.39,319.84,316.24,327.13,316.43,327.13,316.06,330.43,316.69,325.01,316.63,327.63,316.54,327.96,316.72
5197,323.26,316.39,319.84,316.24,327.13,316.43,327.13,316.06,330.43,316.69,325.01,316.63,327.63,316.54,327.96,316.72
5198,323.26,316.39,319.85,316.25,327.13,316.44,327.13,316.06,330.43,316.69,325.01,316.63,327.63,316.54,327.96,316.72
5199,323.26,316.39,319.85,316.25,327.14,316.44,327.13,316.07,330.43,316.69,325.01,316.63,327.63,316.54,327.96,316.72
5200,323.26,316.40,319.85,316.25,327.14,316.44,327.13,316.07,330.44,316.69,325.01,316.63,327.63,316.54,327.96,316.72
5201,323.26,316.40,319.85,316.25,327.14,316.44,327.14,316.07,330.44,316.69,325.02,316.63,327.64,316.54,327.97,316.72
5202,323.26,316.40,319.85,316.25,327.14,316.44,327.14,316.07,330.44,316.70,325.02,316.64,327.64,316.55,327.97,316.72
5203,323.26,316.40,319.85,316.25,327.14,316.44,327.14,316.07,330.44,316.70,325.02,316.64,327.64,316.55,327.97,316.73
5204,323.26,316.40,319.85,316.25,327.14,316.44,327.14,316.07,330.44,316.70,325.02,316.64,327.64,316.55,327.97,316.73
5205,323.26,316.40,319.86,316.26,327.14,316.44,327.14,316.07,330.44,316.70,325.03,316.64,327.64,316.55,327.97,316.73
5206,323.27,316.40,319.86,316.26,327.14,316.45,327.14,316.07,330.44,316.70,325.03,316.64,327.64,316.55,327.97,316.73
5207,323.27,316.41,319.86,316.26,327.15,316.45,327.14,316.08,330.45,316.70,325.03,316.64,327.64,316.55,327.97,316.73
5208,323.27,316.41,319.86,316.26,327.15,316.45,327.14,316.08,330.45,316.70,325.03,316.64,327.64,316.55,327.97,316.73
5209,323.27,316.41,319.86,316.26,327.15,316.45,327.15,316.08,330.45,316.71,325.03,316.65,327.65,316.56,327.98,316.73
5210,323.27,316.41,319.86,316.26,327.15,316.45,327.15,316.08,330.45,316.71,325.04,316.65,327.65,316.56,327.98,316.74
5211,323.27,316.41,319.86,316.26,327.15,316.45,327.15,316.08,330.45,316.71,325.04,316.65,327.65,316.56,327.98,316.74
5212,323.27,316.41,319.87,316.27,327.15,316.45,327.15,316.08,330.45,316.71,325.04,316.65,327.65,316.56,327.98,316.74
5213,323.27,316.41,319.87,316.27,327.15,316.46,327.15,316.08,330.45,316.71,325.04,316.65,327.65,316.56,327.98,316.74
5214,323.27,316.42,319.87,316.27,327.15,316.46,327.15,316.08,330.45,316.71,325.04,316.65,327.65,316.56,327.98,316.74
5215,323.28,316.42,319.87,316.27,327.15,316.46,327.15,316.09,330.46,316.71,325.05,316.65,327.65,316.56,327.98,316.74
5216,323.28,316.42,319.87,316.27,327.16,316.46,327.15,316.09,330.46,316.72,325.05,316.66,327.65,316.57,327.98,316.74
5217,323.28,316.42,319.87,316.27,327.16,316.46,327.15,316.09,330.46,316.72,325.05,316.66,327.65,316.57,327.98,316.75
5218,323.28,316.42,319.87,316.27,327.16,316.46,327.16,316.09,330.46,316.72,325.05,316.66,327.66,316.57,327.99,316.75
5219,323.28,316.42,319.88,316.27,327.16,316.46,327.16,316.09,330.46,316.72,325.05,316.66,327.66,316.57,327.99,316.75
5220,323.28,316.42,319.88,316.28,327.16,316.47,327.16,316.09,330.46,316.72,325.06,316.66,327.66,316.57,327.99,316.75
5221,323.28,316.43,319.88,316.28,327.16,316.47,327.16,316.09,330.46,316.72,325.06,316.66,327.66,316.57,327.99,316.75
5222,323.28,316.43,319.88,316.28,327.16,316.47,327.16,316.09,330.47,316.72,325.06,316.66,327.66,316.57,327.99,316.75
5223,323.29,316.43,319.88,316.28,327.16,316.47,327.16,316.10,330.47,316.73,325.06,316.67,327.66,316.57,327.99,316.75
5224,323.29,316.43,319.88,316.28,327.16,316.47,327.16,316.10,330.47,316.73,325.06,316.67,327.66,316.58,327.99,316.76
5225,323.29,316.43,319.89,316.28,327.17,316.47,327.16,316.10,330.47,316.73,325.07,316.67,327.66,316.58,327.99,316.76
5226,323.29,316.43,319.89,316.28,327.17,316.47,327.16,316.10,330.47,316.73,325.07,316.67,327.67,316.58,328.00,316.76
5227,323.29,316.43,319.89,316.29,327.17,316.47,327.17,316.10,330.47,316.73,325.07,316.67,327.67,316.58,328.00,316.76
5228,323.29,316.44,319.89,316.29,327.17,316.48,327.17,316.10,330.47,316.73,325.07,316.67,327.67,316.58,328.00,316.76
5229,323.29,316.44,319.89,316.29,327.17,316.48,327.17,316.10,330.48,316.73,325.08,316.68,327.67,316.58,328.00,316.76
5230,323.29,316.44,319.89,316.29,327.17,316.48,327.17,316.10,330.48,316.73,325.08,316.68,327.67,316.58,328.00,316.76
5231,323.29,316.44,319.89,316.29,327.17,316.48,327.17,316.11,330.48,316.74,325.08,316.68,327.67,316.59,328.00,316.77
5232,323.30,316.44,319.90,316.29,327.17,316.48,327.17,316.11,330.48,316.74,325.08,316.68,327.67,316.59,328.00,316.77
5233,323.30,316.44,319.90,316.29,327.18,316.48,327.17,316.11,330.48,316.74,325.08,316.68,327.67,316.59,328.00,316.77
5234,323.30,316.44,319.90,316.30,327.18,316.48,327.17,316.11,330.48,316.74,325.09,316.68,327.67,316.59,328.01,316.77
5235,323.30,316.44,319.90,316.30,327.18,316.49,327.18,316.11,330.48,316.74,325.09,316.68,327.68,316.59,328.01,316.77
5236,323.30,316.45,319.90,316.30,327.18,316.49,327.18,316.11,330.48,316.74,325.09,316.69,327.68,316.59,328.01,316.77
5237,323.30,316.45,319.90,316.30,327.18,316.49,327.18,316.11,330.49,316.74,325.09,316.69,327.68,316.59,328.01,316.77
5238,323.30,316.45,319.90,316.30,327.18,316.49,327.18,316.11,330.49,316.75,325.09,316.69,327.68,316.59,328.01,316.78
5239,323.30,316.45,319.91,316.30,327.18,316.49,327.18,316.12,330.49,316.75,325.10,316.69,327.68,316.60,328.01,316.78
5240,323.30,316.45,319.91,316.30,327.18,316.49,327.18,316.12,330.49,316.75,325.10,316.69,327.68,316.60,328.01,316.78
5241,323.31,316.45,319.91,316.30,327.18,316.49,327.18,316.12,330.49,316.75,325.10,316.69,327.68,316.60,328.01,316.78
5242,323.31,316.45,319.91,316.31,327.19,316.50,327.18,316.12,330.49,316.75,325.10,316.69,327.68,316.60,328.01,316.78
5243,323.31,316.46,319.91,316.31,327.19,316.50,327.18,316.12,330.49,316.75,325.10,316.70,327.69,316.60,328.02,316.78
5244,323.31,316.46,319.91,316.31,327.19,316.50,327.19,316.12,330.50,316.75,325.11,316.70,327.69,316.60,328.02,316.78
5245,323.31,316.46,319.91,316.31,327.19,316.50,327.19,316.12,330.50,316.76,325.11,316.70,327.69,316.60,328.02,316.78
5246,323.31,316.46,319.92,316.31,327.19,316.50,327.19,316.12,330.50,316.76,325.11,316.70,327.69,316.61,328.02,316.79
5247,323.31,316.46,319.92,316.31,327.19,316.50,327.19,316.13,330.50,316.76,325.11,316.70,327.69,316.61,328.02,316.79
5248,323.31,316.46,319.92,316.31,327.19,316.50,327.19,316.13,330.50,316.76,325.12,316.70,327.69,316.61,328.02,316.79
5249,323.32,316.46,319.92,316.32,327.19,316.50,327.19,316.13,330.50,316.76,325.12,316.70,327.69,316.61,328.02,316.79
5250,323.32,316.47,319.92,316.32,327.19,316.51,327.19,316.13,330.50,316.76,325.12,316.71,327.69,316.61,328.03,316.79
5251,323.32,316.47,319.92,316.32,327.20,316.51,327.19,316.13,330.51,316.76,325.12,316.71,327.70,316.61,328.03,316.79
5252,323.32,316.47,319.92,316.32,327.20,316.51,327.20,316.13,330.51,316.77,325.12,316.71,327.70,316.61,328.03,316.79
5253,323.32,316.47,319.93,316.32,327.20,316.51,327.20,316.13,330.51,316.77,325.13,316.71,327.70,316.62,328.03,316.80
5254,323.32,316.47,319.93,316.32,327.20,316.51,327.20,316.13,330.51,316.77,325.13,316.71,327.70,316.62,328.03,316.80
5255,323.32,316.47,319.93,316.32,327.20,316.51,327.20,316.14,330.51,316.77,325.13,316.71,327.70,316.62,328.03,316.80
5256,323.32,316.47,319.93,316.33,327.20,316.51,327.20,316.14,330.51,316.77,325.13,316.71,327.70,316.62,328.03,316.80
5257,323.33,316.48,319.93,316.33,327.20,316.52,327.20,316.14,330.51,316.77,325.13,316.72,327.70,316.62,328.03,316.80
5258,323.33,316.48,319.93,316.33,327.20,316.52,327.20,316.14,330.52,316.77,325.14,316.72,327.70,316.62,328.04,316.80
5259,323.33,316.48,319.94,316.33,327.21,316.52,327.20,316.14,330.52,316.78,325.14,316.72,327.71,316.62,328.04,316.80
5260,323.33,316.48,319.94,316.33,327.21,316.52,327.20,316.14,330.52,316.78,325.14,316.72,327.71,316.62,328.04,316.81
5261,323.33,316.48,319.94,316.33,327.21,316.52,327.21,316.14,330.52,316.78,325.14,316.72,327.71,316.63,328.04,316.81
5262,323.33,316.48,319.94,316.33,327.21,316.52,327.21,316.14,330.52,316.78,325.14,316.72,327.71,316.63,328.04,316.81
5263,323.33,316.48,319.94,316.33,327.21,316.52,327.21,316.15,330.52,316.78,325.15,316.72,327.71,316.63,328.04,316.81
5264,323.33,316.49,319.94,316.34,327.21,316.53,327.21,316.15,330.52,316.78,325.15,316.73,327.71,316.63,328.04,316.81
5265,323.33,316.49,319.94,316.34,327.21,316.53,327.21,316.15,330.53,316.78,325.15,316.73,327.71,316.63,328.04,316.81
5266,323.34,316.49,319.95,316.34,327.21,316.53,327.21,316.15,330.53,316.79,325.15,316.73,327.71,316.63,328.05,316.81
5267,323.34,316.49,319.95,316.34,327.22,316.53,327.21,316.15,330.53,316.79,325.16,316.73,327.71,316.63,328.05,316.82
5268,323.34,316.49,319.95,316.34,327.22,316.53,327.21,316.15,330.53,316.79,325.16,316.73,327.72,316.64,328.05,316.82
5269,323.34,316.49,319.95,316.34,327.22,316.53,327.22,316.15,330.53,316.79,325.16,316.73,327.72,316.64,328.05,316.82
5270,323.34,316.49,319.95,316.34,327.22,316.53,327.22,316.15,330.53,316.79,325.16,316.73,327.72,316.64,328.05,316.82
5271,323.34,316.50,319.95,316.35,327.22,316.53,327.22,316.16,330.53,316.79,325.16,316.74,327.72,316.64,328.05,316.82
5272,323.34,316.50,319.95,316.35,327.22,316.54,327.22,316.16,330.54,316.79,325.17,316.74,327.72,316.64,328.05,316.82
5273,323.34,316.50,319.96,316.35,327.22,316.54,327.22,316.16,330.54,316.79,325.17,316.74,327.72,316.64,328.05,316.82
5274,323.35,316.50,319.96,316.35,327.22,316.54,327.22,316.16,330.54,316.80,325.17,316.74,327.72,316.64,328.06,316.83
5275,323.35,316.50,319.96,316.35,327.22,316.54,327.22,316.16,330.54,316.80,325.17,316.74,327.72,316.65,328.06,316.83
5276,323.35,316.50,319.96,316.35,327.23,316.54,327.22,316.16,330.54,316.80,325.17,316.74,327.73,316.65,328.06,316.83
5277,323.35,316.50,319.96,316.35,327.23,316.54,327.23,316.16,330.54,316.80,325.18,316.74,327.73,316.65,328.06,316.83
5278,323.35,316.51,319.96,316.36,327.23,316.54,327.23,316.16,330.54,316.80,325.18,316.75,327.73,316.65,328.06,316.83
5279,323.35,316.51,319.96,316.36,327.23,316.55,327.23,316.17,330.55,316.80,325.18,316.75,327.73,316.65,328.06,316.83
5280,323.35,316.51,319.97,316.36,327.23,316.55,327.23,316.17,330.55,316.80,325.18,316.75,327.73,316.65,328.06,316.83
5281,323.35,316.51,319.97,316.36,327.23,316.55,327.23,316.17,330.55,316.81,325.18,316.75,327.73,316.65,328.06,316.84
5282,323.35,316.51,319.97,316.36,327.23,316.55,327.23,316.17,330.55,316.81,325.19,316.75,327.73,316.65,328.07,316.84
5283,323.36,316.51,319.97,316.36,327.23,316.55,327.23,316.17,330.55,316.81,325.19,316.75,327.73,316.66,328.07,316.84
5284,323.36,316.51,319.97,316.36,327.24,316.55,327.23,316.17,330.55,316.81,325.19,316.75,327.74,316.66,328.07,316.84
5285,323.36,316.52,319.97,316.36,327.24,316.55,327.23,316.17,330.55,316.81,325.19,316.76,327.74,316.66,328.07,316.84
5286,323.36,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.81,325.19,316.76,327.74,316.66,328.07,316.84
5287,323.36,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.81,325.20,316.76,327.74,316.66,328.07,316.84
5288,323.36,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.82,325.20,316.76,327.74,316.66,328.07,316.85
5289,323.36,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.82,325.20,316.76,327.74,316.66,328.07,316.85
5290,323.36,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.82,325.20,316.76,327.74,316.67,328.08,316.85
5291,323.37,316.52,319.98,316.37,327.24,316.56,327.24,316.18,330.56,316.82,325.21,316.76,327.74,316.67,328.08,316.85
5292,323.37,316.52,319.98,316.37,327.25,316.56,327.24,316.18,330.56,316.82,325.21,316.77,327.75,316.67,328.08,316.85
5293,323.37,316.53,319.99,316.38,327.25,316.56,327.24,316.18,330.56,316.82,325.21,316.77,327.75,316.67,328.08,316.85
5294,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.18,330.57,316.82,325.21,316.77,327.75,316.67,328.08,316.85
5295,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.19,330.57,316.83,325.21,316.77,327.75,316.67,328.08,316.86
5296,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.19,330.57,316.83,325.22,316.77,327.75,316.67,328.08,316.86
5297,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.19,330.57,316.83,325.22,316.77,327.75,316.68,328.08,316.86
5298,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.19,330.57,316.83,325.22,316.78,327.75,316.68,328.09,316.86
5299,323.37,316.53,319.99,316.38,327.25,316.57,327.25,316.19,330.57,316.83,325.22,316.78,327.75,316.68,328.09,316.86
5300,323.38,316.54,320.00,316.39,327.25,316.57,327.25,316.19,330.57,316.83,325.22,316.78,327.75,316.68,328.09,316.86
5301,323.38,316.54,320.00,316.39,327.26,316.58,327.25,316.19,330.58,316.83,325.23,316.78,327.76,316.68,328.09,316.86
5302,323.38,316.54,320.00,316.39,327.26,316.58,327.25,316.19,330.58,316.84,325.23,316.78,327.76,316.68,328.09,316.87
5303,323.38,316.54,320.00,316.39,327.26,316.58,327.26,316.20,330.58,316.84,325.23,316.78,327.76,316.68,328.09,316.87
5304,323.38,316.54,320.00,316.39,327.26,316.58,327.26,316.20,330.58,316.84,325.23,316.78,327.76,316.68,328.09,316.87
5305,323.38,316.54,320.00,316.39,327.26,316.58,327.26,316.20,330.58,316.84,325.23,316.79,327.76,316.69,328.09,316.87
5306,323.38,316.54,320.00,316.39,327.26,316.58,327.26,316.20,330.58,316.84,325.24,316.79,327.76,316.69,328.10,316.87
5307,323.38,316.55,320.01,316.39,327.26,316.58,327.26,316.20,330.58,316.84,325.24,316.79,327.76,316.69,328.10,316.87
5308,323.39,316.55,320.01,316.40,327.26,316.59,327.26,316.20,330.59,316.84,325.24,316.79,327.76,316.69,328.10,316.87
5309,323.39,316.55,320.01,316.40,327.27,316.59,327.26,316.20,330.59,316.84,325.24,316.79,327.77,316.69,328.10,316.87
5310,323.39,316.55,320.01,316.40,327.27,316.59,327.26,316.20,330.59,316.85,325.24,316.79,327.77,316.69,328.10,316.88
5311,323.39,316.55,320.01,316.40,327.27,316.59,327.27,316.21,330.59,316.85,325.25,316.79,327.77,316.69,328.10,316.88
5312,323.39,316.55,320.01,316.40,327.27,316.59,327.27,316.21,330.59,316.85,325.25,316.80,327.77,316.70,328.10,316.88
5313,323.39,316.55,320.01,316.40,327.27,316.59,327.27,316.21,330.59,316.85,325.25,316.80,327.77,316.70,328.10,316.88
5314,323.39,316.56,320.02,316.40,327.27,316.59,327.27,316.21,330.59,316.85,325.25,316.80,327.77,316.70,328.10,316.88
5315,323.39,316.56,320.02,316.41,327.27,316.59,327.27,316.21,330.60,316.85,325.25,316.80,327.77,316.70,328.11,316.88
5316,323.39,316.56,320.02,316.41,327.27,316.60,327.27,316.21,330.60,316.85,325.26,316.80,327.77,316.70,328.11,316.88
5317,323.40,316.56,320.02,316.41,327.27,316.60,327.27,316.21,330.60,316.86,325.26,316.80,327.78,316.70,328.11,316.89
5318,323.40,316.56,320.02,316.41,327.28,316.60,327.27,316.21,330.60,316.86,325.26,316.80,327.78,316.70,328.11,316.89
5319,323.40,316.56,320.02,316.41,327.28,316.60,327.27,316.22,330.60,316.86,325.26,316.81,327.78,316.71,328.11,316.89
5320,323.40,316.56,320.03,316.41,327.28,316.60,327.28,316.22,330.60,316.86,325.26,316.81,327.78,316.71,328.11,316.89
5321,323.40,316.57,320.03,316.41,327.28,316.60,327.28,316.22,330.60,316.86,325.27,316.81,327.78,316.71,328.11,316.89
5322,323.40,316.57,320.03,316.41,327.28,316.60,327.28,316.22,330.60,316.86,325.27,316.81,327.78,316.71,328.11,316.89
